ts,corr_90d_d1
2023-12-13 00:00:00+00:00,-0.03060674932983679
2023-12-14 00:00:00+00:00,-0.03311077486400837
2023-12-18 00:00:00+00:00,-0.019504460474939304
2023-12-19 00:00:00+00:00,-0.010716254647369755
2023-12-20 00:00:00+00:00,0.00803981578851598
2023-12-21 00:00:00+00:00,0.010258379389476064
2023-12-26 00:00:00+00:00,0.00683363230165279
2023-12-27 00:00:00+00:00,0.007316326326745941
2023-12-28 00:00:00+00:00,0.020095388521731646
2024-01-02 00:00:00+00:00,0.014018083513056995
2024-01-03 00:00:00+00:00,0.021615488789193272
2024-01-04 00:00:00+00:00,0.027126531337083874
2024-01-08 00:00:00+00:00,0.023275124868294576
2024-01-09 00:00:00+00:00,0.025030777683669413
2024-01-10 00:00:00+00:00,0.023370351462930088
2024-01-11 00:00:00+00:00,0.022457818608991285
2024-01-15 00:00:00+00:00,0.021274994072918153
2024-01-16 00:00:00+00:00,0.021810990960851356
2024-01-17 00:00:00+00:00,0.01563511368632657
2024-01-18 00:00:00+00:00,-0.00833593149582024
2024-01-22 00:00:00+00:00,-0.019041829128030697
2024-01-23 00:00:00+00:00,-0.023039701060884515
2024-01-24 00:00:00+00:00,-0.031978627437012144
2024-01-25 00:00:00+00:00,-0.03202349016593589
2024-01-29 00:00:00+00:00,-0.03761798198419571
2024-01-30 00:00:00+00:00,-0.02372103215610462
2024-01-31 00:00:00+00:00,-0.024176523963469497
2024-02-01 00:00:00+00:00,-0.018718386388878877
2024-02-05 00:00:00+00:00,-0.01673779947708471
2024-02-06 00:00:00+00:00,-0.026880000791524285
2024-02-07 00:00:00+00:00,-0.03028593236085318
2024-02-08 00:00:00+00:00,-0.025816280710528272
2024-02-12 00:00:00+00:00,-0.04616894640779053
2024-02-13 00:00:00+00:00,-0.05293892553460692
2024-02-14 00:00:00+00:00,-0.040766124332443414
2024-02-15 00:00:00+00:00,-0.04053343899618009
2024-02-19 00:00:00+00:00,-0.04641407321480829
2024-02-20 00:00:00+00:00,-0.047289690940227794
2024-02-21 00:00:00+00:00,-0.06076968050965488
2024-02-22 00:00:00+00:00,-0.056831838074181004
2024-02-26 00:00:00+00:00,-0.04998942542820228
2024-02-27 00:00:00+00:00,-0.05308893023097616
2024-02-28 00:00:00+00:00,-0.039110178443685625
2024-02-29 00:00:00+00:00,-0.05172704205978533
2024-03-04 00:00:00+00:00,-0.08941840664193926
2024-03-05 00:00:00+00:00,-0.09856780956343349
2024-03-06 00:00:00+00:00,-0.08706077112892727
2024-03-07 00:00:00+00:00,-0.08471775761446904
2024-03-11 00:00:00+00:00,-0.09127237952847699
2024-03-12 00:00:00+00:00,-0.08703388307110278
2024-03-13 00:00:00+00:00,-0.08988826629809919
2024-03-14 00:00:00+00:00,-0.06539007343478596
2024-03-18 00:00:00+00:00,-0.06545350751442298
2024-03-19 00:00:00+00:00,-0.09960885355215258
2024-03-20 00:00:00+00:00,-0.1057961355887022
2024-03-21 00:00:00+00:00,-0.10054485261430288
2024-03-25 00:00:00+00:00,-0.0993855531780654
2024-03-26 00:00:00+00:00,-0.10938969873776584
2024-03-27 00:00:00+00:00,-0.11605552420665587
2024-04-01 00:00:00+00:00,-0.10233140372939997
2024-04-02 00:00:00+00:00,-0.117609899195462
2024-04-03 00:00:00+00:00,-0.10413656479295891
2024-04-04 00:00:00+00:00,-0.08152283568053968
2024-04-08 00:00:00+00:00,-0.08783042588458531
2024-04-09 00:00:00+00:00,-0.057611232507444744
2024-04-10 00:00:00+00:00,-0.05310030480955874
2024-04-11 00:00:00+00:00,-0.05451063482554335
2024-04-15 00:00:00+00:00,-0.041049840779414155
2024-04-16 00:00:00+00:00,-0.04059272205804523
2024-04-17 00:00:00+00:00,-0.03133256472195456
2024-04-18 00:00:00+00:00,-0.04466596516446253
2024-04-22 00:00:00+00:00,-0.046803483627922644
2024-04-23 00:00:00+00:00,-0.02539656270970554
2024-04-24 00:00:00+00:00,-0.043974914390391064
2024-04-25 00:00:00+00:00,-0.05096428325558937
2024-04-29 00:00:00+00:00,-0.06095869628131038
2024-04-30 00:00:00+00:00,-0.05770655160017575
2024-05-01 00:00:00+00:00,-0.07089781972497365
2024-05-02 00:00:00+00:00,-0.06720755103191897
